Set,Profile,expressivity,class_count,indiv_count,obj_property_count,dataproperty_count,datatypes_count,Cyclic Cls,HC_Cohesion,HC_MAX_DEPTH,HC_Max_Sibling,HC_Avg_Sibling,C_Tangledness,C_MaxTangledness,HP_Cohesion,P_Tangledness,P_MaxTangledness,HP_MAX_DEPTH,HP_Max_Sibling,HP_Avg_Sibling,OP_Cohesion,Onto_Cohesion,RRichness,AttRichness,UI,EUR,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,MaxACC,OntoCCDensity,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,avgValuesCard,LogestMCard,LogestLCard,LogestECard,Complement,OneOf,HasValue,HasSelf,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,SubClassOf,InverseObjectProperties,SubObjectPropertyOf,FunctionalObjectProperty,TransitiveObjectProperty,EquivalentClasses,DisjointClasses,SubPropertyChainOf,ObjectPropertyRange,ObjectPropertyDomain,DisjointUnion,ClassAssertion,DataPropertyRange,DataPropertyDomain,ObjectPropertyAssertion,DataPropertyAssertion,DifferentIndividuals,SymmetricObjectProperty,ReflexiveObjectProperty,InverseFunctionalObjectProperty,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,SubDataPropertyOf,FunctionalDataProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Test,EL,ALE,217,0,4,0,0,0,0.04,5,14,6.029,0,1,0,0,1,0,0,0,0,0.04,0,0,0,0,459,239,239,0,0,100,0,0,16,223,0,6.695,93.305,0,3,2.117,0,0,0,0,0,1,0.117154812,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,110460,0,30,0,0,0,0,12,21170,3.577,0.003,4,0.048,0,1,3,3,1.5,0,0.024,0,0,0,0,364934,254445,254427,0,18,99.993,0,0.007,5,254422,0,0.002,99.998,0,4,2.508,0,0,0,0,0,1,0.507623012,0.004,0,99.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.059,99.993,0,0.004,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,76,0,70,0,0,2.013,0.004,3,12,1.721,2.667,7,0.008,1.429,2,3,4,1.8,0,0.006,0,0,0,0,339,194,185,0,9,95.361,0,4.639,68,117,0,36.757,63.243,0,3,2.324,0,0,0,0,0,1,0.367567568,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.706,95.361,0,4.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,45,37,39,0,0,0,0.1,4,10,3.9,0,1,0.005,0,1,2,1,1,0,0.053,0,0,0,0,200,117,74,41,2,63.248,35.043,1.709,35,39,0,47.297,52.703,0,3,2.473,0,0,0,0,0,1,0.472972973,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.248,0,1.709,0,0,0,0,0,0,0,0,31.624,0,0,3.419,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3000,1135,471,0,0,0.134,0.004,14,53,3.024,0.167,6,0.008,0.637,12,6,35,3.142,0,0.006,0.053,0,0,0,9690,6221,3897,1917,407,62.643,30.815,6.542,131,3766,0,3.362,96.638,0,4,2.13,0,6.9,0.176,0.176,18.238,2,0.083910701,8.869,0,59.48,0,0,0,0,0,0,0,0,0,31.651,0,0,0,0,0,0,0,0,0,0,42.159,62.643,0,6.414,0,0,0,0,0.129,0,0,0,19.145,0,0,7.137,0,1.222,0,0,0,0,3.311,0,0,0,0,0,0
Test,EL,AL,287,0,6,0,0,0,0.023,5,15,4.242,0,1,0,0,1,0,0,0,0,0.023,0,0,0,0,578,286,286,0,0,100,0,0,6,280,0,2.098,97.902,0,3,2.021,0,0,0,0,0,1,0.020979021,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,99426,0,156,0,0,0,0.002,19,7505,6.085,0.006,10,0.016,0.641,3,4,18,1.951,0,0.009,0,0,0,0,351092,251512,251363,0,149,99.941,0,0.059,90,251273,0,0.036,99.964,0,4,2.329,0,0,0,0,0,1,0.328723798,0.076,0,99.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.189,99.941,0,0.032,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,94,3,25,0,0,3.81,0.055,5,4,2.162,1.075,2,0.033,0,1,2,3,2.5,0,0.044,0,0,0,0,239,121,110,6,5,90.909,4.959,4.132,19,91,0,17.273,82.727,0,3,2.273,0,0,0,0,0,1,0.272727273,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,90.909,0,4.132,0,0,0,0,0,0,0,0,4.132,0,0,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,99647,13,116,0,0,0,0,65,26044,1.866,0.005,36,0.023,0.87,2,4,7,2.286,0,0.011,0,0,0,0,335624,235864,235731,3,130,99.944,0.001,0.055,32,235699,0,0.014,99.986,0,4,2.472,0,0,0,61.538,0,1,0.471940475,0.004,0,99.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.76,99.944,0,0.032,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,4329,95653,116,0,0,0,0.001,12,41,3.766,0.069,4,0.023,0.87,2,4,7,2.286,0,0.012,0,0,0,0,183430,178988,2534,176324,130,1.416,98.512,0.073,32,2502,0,1.263,98.737,0,4,2.235,0,0,0.002,0.008,0,1,0.233228098,0.846,0,99.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.437,1.416,0,0.042,0,0,0,0,0.031,0,0,0,34.371,0,0,41.317,0,0.001,0,0,0,0,22.823,0,0,0,0,0,0
Test,EL,ALE,297,0,1,0,0,0,0.057,8,16,2.873,0.673,3,0,0,1,0,0,0,0,0.057,0,0,0,0,766,468,468,0,0,100,0,0,0,468,0,0,100,0,3,2.177,0,0,0,0,0,1,0.177350427,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,81,2,170,0,0,12.415,0.048,3,12,4.5,0,1,0.01,0,1,2,27,5.833,0,0.029,0,0,0,0,577,327,253,2,72,77.37,0.612,22.018,153,100,0,60.474,39.526,0,3,2.581,0,0,0,0,0,1,0.750988142,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.158,77.37,0,21.407,0,0,0,0,0.612,0,0,0,0.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,28650,0,8,0,0,0,0,11,17064,4.944,0.003,2,0,0,1,0,0,0,0,0,0,0,0,0,66226,37569,37564,0,5,99.987,0,0.013,691,36873,0,1.84,98.16,0,4,2.255,0,0,0,0,0,1,0.236556277,7.776,0,92.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.987,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,87,0,263,0,0,1.944,0.237,9,10,2.676,2.326,3,0.009,0.76,3,4,7,2.932,0,0.123,0,0,0,0,902,553,419,0,134,75.769,0,24.231,255,164,0,60.859,39.141,0,3,2.759,0,0,0,0,0,1,0.76372315,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875,75.769,0,23.327,0,0,0,0,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,5.405,3,0.028,1.695,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,89,0,113,0,0,1.342,0.119,7,11,2.45,1.136,2,0.019,0.885,2,3,6,1.8,0,0.069,0,0,0,0,514,313,253,0,60,80.831,0,19.169,107,146,0,42.292,57.708,0,3,2.613,0,0,0,0,0,1,0.612648221,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.226,80.831,0,17.252,0,0,0,0,1.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALO,64,576,0,0,0,0,0.131,7,15,3.5,1.562,2,0,0,1,0,0,0,0,0.131,0,0,0,0,765,701,56,645,0,7.989,92.011,0,0,56,0,0,100,0,2,2,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.989,0,0,0,0,0,0,0,0,0,0,91.726,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0
Test,EL,ALER,74683,0,94,0,0,0,0,12,22943,60.417,0.004,4,0.035,1.064,2,4,7,2.462,0,0.017,0,0,0,0,212844,138068,137983,0,85,99.938,0,0.062,5,137978,0,0.004,99.996,0,4,2.772,0,0,0,0,0,1,0.771877695,0.005,0,99.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.858,99.938,0,0.046,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,AL,113,84,1,0,0,0.651,0.065,10,12,2.021,0.901,2,0,0,1,0,0,0,0,0.065,0,0,0,0,294,182,98,84,0,53.846,46.154,0,1,96,0,1.02,97.959,0,3,2.01,0,0,0,0,0,1,0.010204082,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.846,0,0,0,0,0,0,0,0,0,0,46.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3536,1226,253,0,0,0.046,0.004,14,51,2.983,0.141,6,0.013,0.791,11,5,19,2.01,0,0.008,0.054,0,0,0,10195,6408,4603,1593,212,71.832,24.86,3.308,126,4477,0,2.737,97.263,0,4,2.121,0,7.014,0.163,0.163,20.228,2,0.080490984,8.502,0,58.03,0,0,0,0,0,0,0,0,0,33.468,0,0,0,0,0,0,0,0,0,0,27.674,71.832,0,3.23,0,0,0,0,0.078,0,0,0,20.334,0,0,0.312,0,1.451,0,0,0,0,2.762,0,0,0,0,0,0
Test,EL,ALER,87278,0,30,0,0,0,0,12,22710,3.286,0.002,4,0.048,0,1,3,3,1.5,0,0.024,0,0,0,0,284570,197263,197245,0,18,99.991,0,0.009,5,197240,0,0.003,99.997,0,4,2.461,0,0,0,0,0,1,0.461213212,0.005,0,99.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.587,99.991,0,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,36,0,64,0,0,16.183,0.092,3,7,3.125,0,1,0.007,0,1,2,2,1.4,0,0.05,0,0,0,0,210,111,102,0,9,91.892,0,8.108,64,38,0,62.745,37.255,0,3,2.471,0,0,0,0,0,1,0.754901961,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.182,91.892,0,6.306,0,0,0,0,1.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCHO,107,1268,118,0,0,0,0.092,8,21,3,0.943,2,0.03,0,1,4,10,3.217,0,0.061,0.007,0,0,0,3636,3412,137,3201,74,4.015,93.816,2.169,35,102,0,25.547,74.453,0,3,2.255,0,0.935,0,0,0.079,2,0.131386861,0,0,97.222,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,4.015,0,2.169,0,0,0,0,0,0,0,0,50.381,0,0,43.435,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3546,1226,253,0,0,0.045,0.004,14,51,2.986,0.141,6,0.013,0.791,11,5,19,2.01,0,0.008,0.054,0,0,0,10215,6418,4613,1593,212,71.876,24.821,3.303,126,4487,0,2.731,97.269,0,4,2.121,0,6.994,0.163,0.163,20.228,2,0.080316497,8.502,0,58.03,0,0,0,0,0,0,0,0,0,33.468,0,0,0,0,0,0,0,0,0,0,27.674,71.876,0,3.225,0,0,0,0,0.078,0,0,0,20.302,0,0,0.312,0,1.449,0,0,0,0,2.758,0,0,0,0,0,0
Test,EL,ALER,89926,22,191,0,0,0,0.001,20,4706,2.998,0.006,8,0.009,0.524,2,4,9,2.84,0,0.005,0,0,0,0,219757,129642,129511,22,109,99.899,0.017,0.084,184,129327,0,0.142,99.858,0,4,2.227,0,0,0,0,0,1,0.225509802,0.496,0,99.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.802,99.899,0,0.055,0,0,0,0,0.029,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3139,156,179,0,0,0.035,0.004,18,53,2.741,0.128,11,0.016,1.676,5,6,14,1.926,0,0.01,0.025,0,0,0,7810,4494,4015,341,138,89.341,7.588,3.071,122,3893,0,3.039,96.961,0,4,2.093,0,3.218,1.282,0,64.744,2,0.049439601,19.899,0,54.66,0,0,0,0,0,0,0,0,0,25.441,0,0,0,0,0,0,0,0,0,0,14.286,89.341,0,2.915,0,0,0,0,0.156,0,0,0,3.583,0,0,3.916,0,0,0,0,0,0,0.089,0,0,0,0,0,0
Test,EL,ALCRO,3020,1190,474,0,0,0.133,0.004,14,53,3.02,0.133,6,0.008,1.055,12,6,35,3.147,0,0.006,0.056,0,0,0,9636,6144,3933,1797,414,64.014,29.248,6.738,134,3799,0,3.407,96.593,0,4,2.131,0,7.318,0.168,0.252,18.571,2,0.086575133,8.37,0,59.178,0,0,0,0,0,0,0,0,0,32.452,0,0,0,0,0,0,0,0,0,0,41.439,64.014,0,6.608,0,0,0,0,0.13,0,0,0,20.361,0,0,4.167,0,1.27,0,0,0,0,3.451,0,0,0,0,0,0
Test,EL,ALCHO,8578,653,89,0,0,0.064,0.003,14,254,11.3,0.035,9,0.003,0,1,2,6,6,0,0.003,0.013,0,0,0,24295,15630,8948,6676,6,57.249,42.713,0.038,82,8866,0,0.916,99.084,0,4,2.024,0,1.352,0,0,17.764,2,0.018383996,0.912,0,63.83,0,0,0,0,0,0,0,0,0,35.258,0,0,0,0,0,0,0,0,0,0,3.333,57.249,0,0.038,0,0,0,0,0,0,0,0,4.024,0,0,38.688,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALEH,77,0,40,0,0,0,0.139,10,4,1.923,0,1,0.187,0,1,6,6,2.4,0,0.163,0,0,0,0,277,161,125,0,36,77.64,0,22.36,39,86,0,31.2,68.8,0,3,2.4,0,0,0,0,0,1,0.4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,77.64,0,22.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,99453,0,94,0,0,0,0,12,22779,91.196,0.003,4,0.035,1.064,2,4,7,2.462,0,0.017,0,0,0,0,292144,192598,192513,0,85,99.956,0,0.044,5,192508,0,0.003,99.997,0,4,2.754,0,0,0,0,0,1,0.753668583,0.003,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.439,99.956,0,0.033,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,2995,1152,473,0,0,0.134,0.004,14,53,3.018,0.134,6,0.008,1.057,12,6,35,3.164,0,0.006,0.055,0,0,0,9494,6028,3899,1716,413,64.681,28.467,6.851,134,3765,0,3.437,96.563,0,4,2.131,0,7.212,0.174,0.26,18.75,2,0.086047705,8.495,0,59.314,0,0,0,0,0,0,0,0,0,32.191,0,0,0,0,0,0,0,0,0,0,41.709,64.681,0,6.719,0,0,0,0,0.133,0,0,0,20.04,0,0,3.683,0,1.294,0,0,0,0,3.451,0,0,0,0,0,0
Test,EL,ALER,154,0,121,0,0,3.128,0.104,10,12,3.636,0.654,2,0.005,0,1,2,2,1.385,0,0.054,0,0,0,0,663,389,370,0,19,95.116,0,4.884,129,241,0,34.865,65.135,0,3,2.568,0,0,0,0,0,1,0.567567568,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.905,95.116,0,4.627,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3037,1157,474,0,0,0.132,0.004,14,53,2.987,0.132,6,0.008,1.055,12,6,35,3.164,0,0.006,0.055,0,0,0,9820,6311,3956,1942,413,62.684,30.772,6.544,134,3822,0,3.387,96.613,0,4,2.129,0,7.112,0.173,0.259,18.669,2,0.084807887,8.495,0,59.314,0,0,0,0,0,0,0,0,0,32.191,0,0,0,0,0,0,0,0,0,0,41.457,62.684,0,6.417,0,0,0,0,0.127,0,0,0,19.22,0,0,7.019,0,1.236,0,0,0,0,3.296,0,0,0,0,0,0
Test,EL,ALCRO,3000,1135,471,0,0,0.134,0.004,14,53,3.024,0.167,6,0.008,0.637,12,6,35,3.142,0,0.006,0.053,0,0,0,9690,6221,3897,1917,407,62.643,30.815,6.542,131,3766,0,3.362,96.638,0,4,2.13,0,6.9,0.176,0.176,18.238,2,0.083910701,8.869,0,59.48,0,0,0,0,0,0,0,0,0,31.651,0,0,0,0,0,0,0,0,0,0,42.159,62.643,0,6.414,0,0,0,0,0.129,0,0,0,19.145,0,0,7.137,0,1.222,0,0,0,0,3.311,0,0,0,0,0,0
Test,EL,ALCRO,722,29,94,0,0,0.108,0.025,13,33,3.469,0.139,2,0.027,1.075,2,3,8,4.231,0,0.026,0,0,0,0,1945,1131,1024,33,74,90.539,2.918,6.543,50,974,0,4.883,95.117,0,4,2.296,0,0,0,27.586,0,1,0.291992188,1.338,0,98.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.051,90.539,0,4.951,0,0,0,0,1.592,0,0,0,1.945,0,0,0.796,0,0.177,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,28864,0,7,0,0,0,0,11,17067,4.924,0.003,2,0,0,1,0,0,0,0,0,0,0,0,0,65714,36844,36839,0,5,99.986,0,0.014,692,36147,0,1.878,98.122,0,4,2.235,0,0,0,0,0,1,0.215722468,8.708,0,91.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.986,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,AL,271,0,995,0,0,0,0.013,5,29,6.595,0,1,0,0,1,0,0,0,0,0.013,0,0,0,0,2498,1233,1233,0,0,100,0,0,989,244,0,80.211,19.789,0,3,2.802,0,0,0,0,0,1,0.802108678,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALERO,2139,2,289,0,0,0,0.006,14,202,3.983,0.047,2,0.028,0.346,2,8,17,2.397,0,0.017,0,0,0,0,5844,3418,3088,1,329,90.345,0.029,9.626,409,2679,0,13.245,86.755,0,4,2.363,0,0,100,0,0,1,0.304727979,19.129,0,80.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.737,90.345,0,8.484,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0
Test,EL,ALCRO,2359,449,177,0,0,0.045,0.006,15,41,2.594,0.17,11,0.016,1.695,5,6,14,1.897,0,0.011,0.03,0,0,0,6940,4406,3106,1164,136,70.495,26.419,3.087,117,2989,0,3.767,96.233,0,4,2.11,0,3.942,0.445,0,20.713,2,0.058113329,20.222,0,54.017,0,0,0,0,0,0,0,0,0,25.762,0,0,0,0,0,0,0,0,0,0,12.821,70.495,0,2.928,0,0,0,0,0.159,0,0,0,10.304,0,0,16.024,0,0,0,0,0,0,0.091,0,0,0,0,0,0
Test,EL,ALER,76,0,109,0,0,1.714,0.14,6,11,2.793,1.333,2,0.048,0.917,2,4,57,3.759,0,0.094,0,0,0,0,524,340,224,0,116,65.882,0,34.118,107,117,0,47.768,52.232,0,3,2.634,0,0,0,0,0,1,0.638392857,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,65.882,0,32.059,0,0,0,0,2.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,181,28,12,0,0,0,0.07,8,83,5.057,0,1,0.03,0,1,2,1,1,0,0.05,0,0,0,0,547,354,321,24,9,90.678,6.78,2.542,0,321,0,0,100,0,3,2.449,0,0,7.143,17.857,0,1,0.448598131,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.678,0,0.282,0,0,0,0,2.26,0,0,0,3.955,0,0,0,0,0.847,0,0,0,0,1.977,0,0,0,0,0,0
Test,EL,ALCO,84,35,32,0,0,0,0.05,4,15,3.632,1.205,2,0,0,1,0,0,0,0,0.05,0.045,0,0,0,267,152,111,41,0,73.026,26.974,0,30,81,0,27.027,72.973,0,3,2.378,0,5.952,0,11.429,14.286,2,0.211711712,0,0,89.362,0,0,0,0,0,0,0,0,0,10.638,0,0,0,0,0,0,0,0,0,0,0,73.026,0,0,0,0,0,0,0,0,0,0,23.026,0,0,0,0,3.947,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCO,39,297,6,0,0,0,0.111,3,8,3.182,2.632,2,0,0,1,0,0,0,0,0.111,0,0,0,0,841,797,41,756,0,5.144,94.856,0,6,35,0,14.634,85.366,0,3,2.146,0,0,0,2.02,0,1,0.146341463,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.144,0,0,0,0,0,0,0,0,0,0,37.265,0,0,57.215,0,0.376,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,37,0,78,0,0,0,0.244,6,4,2.5,0,1,0.055,2.564,3,4,4,1.686,0,0.15,0,0,0,0,286,172,95,0,77,55.233,0,44.767,50,45,0,52.632,47.368,0,3,2.632,0,0,0,0,0,1,0.631578947,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.333,55.233,0,34.302,0,0,0,0,10.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALR,9163,3,1,0,0,0,0.004,14,386,3.304,0.033,4,0,0,1,0,0,0,0,0.004,0,0,0,0,20345,11181,11177,3,1,99.964,0.027,0.009,0,11177,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.964,0,0,0,0,0,0,0.009,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,40,0,66,0,0,0,0.239,6,8,3.462,2.564,2,0.002,0,1,2,1,1,0,0.12,0,0,0,0,244,139,135,0,4,97.122,0,2.878,67,68,0,49.63,50.37,0,3,2.667,0,0,0,0,0,1,0.666666667,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,97.122,0,1.439,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCO,267,39,56,0,0,0.171,0.034,7,35,2.476,0.752,3,0,0,1,0,0,0,0,0.034,0.02,0,0,0,839,517,445,72,0,86.074,13.926,0,36,409,0,8.09,91.91,0,3,2.182,0,3.371,0,0,23.077,2,0.101123596,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,86.074,0,0,0,0,0,0,0,0,0,0,8.317,0,0,5.609,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,109560,0,31,0,0,0,0,12,20340,3.533,0.003,5,0.049,0,1,3,3,1.429,0,0.025,0,0,0,0,361550,251960,251941,0,19,99.992,0,0.008,5,251936,0,0.002,99.998,0,4,2.51,0,0,0,0,0,1,0.509563747,0.004,0,99.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.708,99.992,0,0.004,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,44,55,61,0,0,8.98,0.078,3,7,3.25,0,1,0.011,0,1,2,4,3.333,0,0.044,0,0,0,0,274,170,105,55,10,61.765,32.353,5.882,59,46,0,56.19,43.81,0,3,2.743,0,0,0,0,0,1,0.752380952,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.114,61.765,0,5.882,0,0,0,0,0,0,0,0,32.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,73,248,161,0,0,0,0.057,5,14,4.071,0,1,0.002,0,1,2,4,3.5,0,0.03,0,0,0,0,1523,1290,198,1078,14,15.349,83.566,1.085,141,57,0,71.212,28.788,0,3,2.712,0,0,0,0,0,1,0.712121212,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546,15.349,0,1.085,0,0,0,0,0,0,0,0,14.496,0,0,69.07,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,101,37,116,0,0,0.559,0.096,7,14,2.829,1,2,0.005,0,1,3,10,3.2,0,0.05,0.005,0,0,0,490,274,218,37,19,79.562,13.504,6.934,116,102,0,53.211,46.789,0,3,2.546,0,0.99,0,0,2.703,2,0.275229358,0,0,99.167,0,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0,0,0,0,0,16.807,79.562,0,5.839,0,0,0,0,1.095,0,0,0,13.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,281,0,56,0,0,0.287,0.033,11,19,2.514,0.357,2,0.084,1.786,2,6,5,1.658,0,0.058,0,0,0,0,788,452,379,0,73,83.85,0,16.15,7,372,0,1.847,98.153,0,3,2.277,0,0,0,0,0,1,0.277044855,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.524,83.85,0,13.938,0,0,0,0,2.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
